"Direcciones_c";"Nombre_del_Lugar";"Total_de_apartamentos";"Centro_de_Costos";"Ciudad";"Valor.min";"Valor.max";"Valor.prom";"Valor.promad";"Latitud";"Longitud"
"CL 42 C 82 80 ";" EDIFICIO MONTEMAR 1 PH";1;"Laureles";"MEDELLIN";1320930;1320930;1320930;0;6,24864000186726;-75,6044199669754
"CL 42 C 93 15 ";"";1;"Laureles";"MEDELLIN";950580;950580;950580;0;6,25293811307336;-75,6111327648653
"CL 42 D 82 50 ";" TORRES DE ALEJANDRIA";1;"Laureles";"MEDELLIN";946889;946889;946889;0;6,19880000000006;-75,569
"CL 42 SUR 69 A 68 ";" CONJUNTO RESIDENCIAL MANZANILLO PH";2;"San Antonio Pr.";"SAN ANTONIO DE PRADO";7e+05;750000;725000;0;6,18310001501027;-75,6506900003416
"CL 43 75 26 ";" VILLA LAURA";5;"Laureles";"MEDELLIN";1800000;2683012;2008752,2;0;6,24918840962162;-75,5948875437383
"CL 43 77 43";"";1;"Laureles";"MEDELLIN";625115;625115;625115;0;6,24925714613062;-75,5962965068324
"CL 43 80 B 50 ";" CONJUNTO INMOBILIARIO LA GRAN ESQUINA";1;"Laureles";"MEDELLIN";1500000;1500000;1500000;0;6,24975001730479;-75,6018199844294
"CL 43 80 B 50  ";" ED LA GRAN ESQUINA";1;"Laureles";"MEDELLIN";1018209;1018209;1018209;0;6,24975001730479;-75,6018199844294
"CL 43 86 27";"";1;"Laureles";"MEDELLIN";1900000;1900000;1900000;0;6,24987000424875;-75,6057700401199
"CL 43 86 A 22 ";"";1;"Laureles";"MEDELLIN";1e+06;1e+06;1e+06;0;6,25021005523814;-75,6061226836789
"CL 43 A 62 SUR 47 ";" EDIFICIO MIXTO TORRE LOS ALCAZARES";1;"Sabaneta";"SABANETA";1500000;1500000;1500000;0;6,15397242324447;-75,6099123019515
"CL 43 B 120 48";"";1;"Colores";"MEDELLIN";558183;558183;558183;0;6,25847000454482;-75,6272400336467
"CL 43 B 81 68 ";"";1;"Laureles";"MEDELLIN";1300000;1300000;1300000;0;6,24998001672792;-75,603210039252
"CL 43 B 83 45 ";" EDIFICIO SAN JUAN DE LA CALLEJA PH";1;"Laureles";"MEDELLIN";1400000;1400000;1400000;203100;6,2750751227881;-75,5523904535918
"CL 43 SUR 59 75 ";" GUAYACANES DE PRADO, CONJUNTO RESIDENCIAL GUAYACANES DE PRADO PH";5;"San Antonio Pr.,La estrella";"SAN ANTONIO DE PRADO,MEDELLIN";719670;8e+05;745802;0;6,19721906988816;-75,624790031744
"CL 44 73 24 PI 1 ";"";1;"Colores";"MEDELLIN";2265900;2265900;2265900;0;6,24977514647931;-75,5925663407916
"CL 44 94 60 ";" CONJUNTO RESIDENCIAL PLAZA SAN JUAN PH";1;"Laureles";"MEDELLIN";906209;906209;906209;0;6,25473000000005;-75,61128
"CL 44 A  78 11 OF 201 ";" EDIFICIO CUBOX PROPIEDAD HORIZONTAL";1;"Colores";"MEDELLIN";2200000;2200000;2200000;0;6,25061000057059;-75,5970299782218
"CL 44 A 78 37 ";" EDIFICIO COSTA BRAVA";1;"Colores";"MEDELLIN";850000;850000;850000;0;6,25063026402125;-75,5971080185713
"CL 44 A 86 10";"";1;"Laureles";"MEDELLIN";1073205;1073205;1073205;0;6,25199282174764;-75,6050558772676
"CL 44 A 86 6 ";"";2;"Laureles";"MEDELLIN";897770;1e+06;948885;0;6,25200998794847;-75,60509999078
"CL 44 C 91 54 ";" JARDINES PH";1;"Laureles";"MEDELLIN";1045638;1045638;1045638;0;6,25496294066424;-75,6082355538521
"CL 44 SUR 47 18 ";" URBANIZACION MILAN CONDOMINIO 9, URBANIZACION MILAN CONDOMINO 9";2;"Envigado";"ENVIGADO";1584300;1727370;1655835;134500;6,16656719192525;-75,5975531232669
"CL 45 A SUR 39 B 101 ";" CONJUNTO RESIDENCIAL PARQUES DE LA GLORIA, PARQUES DE LA GLORIA CONJUNTO RESIDENICAL";2;"Envigado";"ENVIGADO";1632378;1632378;1632378;0;6,16065716748099;-75,5907139058331
"CL 45 A SUR 39 B 22 ";" TORRE 2 ETAPA 2 URBANIZACION IRIS PH";1;"Envigado";"ENVIGADO";2100000;2100000;2100000;289200;6,16031811189487;-75,5901682161477
"CL 45 B SUR 37 55 ";" URBANIZACION ALTOS DE ARAGON PH";1;"Envigado";"ENVIGADO";1838077;1838077;1838077;319000;6,15791776777912;-75,5892194052109
"CL 45 C SUR 42 C 110 ";" EDIFICIO NUBENZZA PH";2;"Envigado";"ENVIGADO";2e+06;2030000;2015000;130251;6,16332572922451;-75,594829984771
"CL 45 E DG 80 A 12";"";1;"Calasanz";"MEDELLIN";9e+05;9e+05;9e+05;0;6,25329311130326;-75,5945838109907
"CL 45 F 73 36";"";1;"Colores";"MEDELLIN";5031180;5031180;5031180;0;6,25290002033715;-75,5923200191894
"CL 45 F 75 47 ";" EDIFICIO CORINTO";1;"Colores";"MEDELLIN";1264353;1264353;1264353;0;6,25290999480193;-75,5932100096686
"CL 46 22 A 29 ";"";1;"Centro";"MEDELLIN";664314;664314;664314;0;6,23618998389513;-75,5500400231919
"CL 46 82 29 ";" EDIFICIO PRIMAVERA DE LA FLORESTA PH";1;"Colores";"MEDELLIN";1400000;1400000;1400000;0;6,25622998283069;-75,6004399878906
"CL 46 E SUR 42 B 05 ";" EDIFICIO LUXOR PH, EDIFICIO LUXOR";2;"Envigado";"ENVIGADO";2100000;2200000;2150000;141002,5;6,16043761379596;-75,5953832964072
"CL 46 F SUR 39 04 1 PI";"";1;"Envigado";"ENVIGADO";1150000;1150000;1150000;0;6,15748189507512;-75,5924953354521
"CL 46 SUR 46 C 100 ";" CONJUNTO RESIDENCIAL SOL DE PLATA PH";1;"Envigado";"ENVIGADO";1500000;1500000;1500000;0;6,16630212494864;-75,5991793137971
"CL 47 63 125 ";" MONTE SION PH, UNIDAD MONTESION PH, UNIDAD RESIDENCIAL MONTE SION PH";5;"Bello";"COPACABANA";950000;1050000;990000;23870;6,33996937581785;-75,5184824718699
"CL 47 73 25  ";"";1;"Colores";"MEDELLIN";4620594;4620594;4620594;0;6,25321444522229;-75,5920062793034
"CL 47 73 27";"";1;"Colores";"MEDELLIN";3420000;3420000;3420000;0;6,25325000670423;-75,5921699831226
"CL 47 81 58 ";" EDIFICIO NIRVANA PH";1;"Calasanz";"MEDELLIN";875477;875477;875477;57100;6,25727998384149;-75,5995899790896
"CL 47 A 38 60";"";1;"Centro";"MEDELLIN";667533;667533;667533;0;6,24322421803672;-75,5605472361815
"CL 47 A 38 64";"";1;"Centro";"MEDELLIN";517285;517285;517285;0;6,24324505711329;-75,5605541801141
"CL 47 A 38 68";"";1;"Centro";"MEDELLIN";288991;288991;288991;0;6,24326589618987;-75,5605611240467
"CL 47 A 6 AB 30 ";" SENDERO DE BOSQUE VERDE";1;"Centro";"MEDELLIN";690948;690948;690948;0;6,24589000000003;-75,5745699999999
"CL 47 A 99 A 10 ";"";1;"Colores";"MEDELLIN";946889;946889;946889;0;6,25782447736018;-75,6151182035855
"CL 47 B 94 81 ";" RINCON DE SANTA LUCIA PH";1;"Colores";"MEDELLIN";1073205;1073205;1073205;0;6,25702001911449;-75,611339982418
"CL 47 B SUR 69 94 ";" URBANIZACION RESERVAS DEL PRADO ETAPA III, RESERVA DEL PRADO ETAPA III, URBANIZACIÓN RESERVAS DEL PRADO ETAPA III, URBANIZACION RESERVAS DEL PRADO, URBANIZACION RESERVAS DEL PRADO ETAPA 3";21;"San Antonio Pr.";"MEDELLIN,SAN ANTONIO DE PRADO";711270;1100000;925169,047619048;30996,3333333333;6,20626335300398;-75,6197703103679
"CL 47 C 76 D SUR 94 ";" CONJUNTO RESIDENCIAL 77 TOWERS PH";2;"Sabaneta";"SABANETA";1288564;1305902;1297233;0;6,15236963403473;-75,6231142416009
"CL 47 D 77 111 ";" EDIFICIO DANSERYAZ";1;"Laureles";"MEDELLIN";1500000;1500000;1500000;0;6,25615933415414;-75,5942748425959
"CL 47 F 94 60 ";"";1;"Colores";"MEDELLIN";1200000;1200000;1200000;0;6,25778000627541;-75,6111000085301
"CL 47 F 95 26 ";" ED D CASTILLO";1;"Calasanz";"MEDELLIN";9e+05;9e+05;9e+05;0;6,25800291701615;-75,6117204727644
"CL 47 F 95 28 ";" EDIFICIO D CASTILLO";1;"Centro";"MEDELLIN";1e+06;1e+06;1e+06;0;6,25804001291191;-75,6117500251214
"CL 47 F 97 42 ";"";2;"Calasanz";"MEDELLIN";820000;850000;835000;0;6,25845998817051;-75,6128799894885
"CL 47 SUR  64 D 92 ";" CONJUNTO RESIDENCIAL VILLA DEL BOSQUE TORRE";1;"La estrella";"SAN ANTONIO DE PRADO";1e+06;1e+06;1e+06;141500;6,17955;-75,64519
"CL 47 SUR 64 D 92 ";" VILLA DEL BOSQUE PH";2;"San Antonio Pr.";"SAN ANTONIO DE PRADO";9e+05;950000;925000;0;6,17955;-75,64519
"CL 48 38 79";"";1;"Laureles";"MEDELLIN";1698840;1698840;1698840;0;6,24363353301008;-75,5603657735327
"CL 48 38 81";"";1;"Centro";"MEDELLIN";1144044;1144044;1144044;0;6,24355853454999;-75,5604137440031
"CL 48 A 67 51";"";1;"Colores";"MEDELLIN";2400000;2400000;2400000;0;6,25376000360295;-75,5849899610435
"CL 48 A 83 15 ";"";1;"Colores";"MEDELLIN";928100;928100;928100;255524;6,2606500118322;-75,601700039395
"CL 48 B 66 77 ";" EDIFICIO PORTALES DE ALCALA";1;"Colores";"MEDELLIN";1267440;1267440;1267440;0;6,25400001940038;-75,584020007208
"CL 48 B 77 05 ";"";1;"Colores";"MEDELLIN";1100000;1100000;1100000;0;6,2581905626591;-75,595190156922
"CL 48 BB 86 18";"";1;"Calasanz";"MEDELLIN";1500000;1500000;1500000;0;6,26067000267128;-75,6042899636572
"CL 48 C 66 35";"";1;"Colores";"MEDELLIN";2500000;2500000;2500000;0;6,25425998412737;-75,5835399756131
"CL 48 C 77 134 ";" EDIFICIO PALMAR DEL ESTADIO PH";2;"Colores";"MEDELLIN";930000;950580;940290;0;6,25983998470932;-75,5940499601858
"CL 48 C 77 55";"";1;"Colores";"MEDELLIN";2800000;2800000;2800000;0;6,25942000945072;-75,5934300346269
"CL 48 C SUR 42 A 80 ";" UNIDAD RESIDENCIAL AIRES DEL BOSQUE";1;"Envigado";"ENVIGADO";1321824;1321824;1321824;0;6,15951298773273;-75,5963422822184
"CL 48 C SUR 42 C 36 ";" CONJUNTO DE USO MIXTO DOS VELAS PH";1;"Envigado";"ENVIGADO";1800000;1800000;1800000;261700;6,1606925356816;-75,5966410238741
"CL 48 D 93 27";"";1;"Colores";"MEDELLIN";1597040;1597040;1597040;0;6,25922999170572;-75,6092399803965
"CL 48 D 93 5 ";"";3;"Colores,Calasanz";"MEDELLIN";1100000;1200000;1166666,66666667;0;6,25801998016333;-75,6098200080962
"CL 48 D 95 89";"";1;"Calasanz";"MEDELLIN";680000;680000;680000;0;6,26052544991842;-75,6110478249434
"CL 48 F SUR 39 B 220 ";" URBANIZACION AMARETTO PH";3;"Envigado";"ENVIGADO";1727370;1954000;1840209,66666667;0;6,15704783487507;-75,5979622528784
"CL 48 F SUR 39 B 314 ";" CONJUNTO RESIDENCIAL ALTOS DE LOS ALMENDROS,";2;"Envigado";"ENVIGADO";1088251;1161820;1125035,5;175750;6,15690401171654;-75,5979366588158
"CL 48 F SUR 39 B 88 ";" EDIFICIO SAN SILVESTRE PH";2;"Envigado";"ENVIGADO";1750000;5500000;3625000;0;6,15795736952856;-75,5980899378666
"CL 48 F SUR 40 3 ";" QUINTAS DE LOS ALMENDROS";2;"Envigado";"ENVIGADO";2350000;3164135;2757067,5;363682;6,15748798918905;-75,5981320747007
"CL 48 F SUR 40 55 ";" URBANIZACION PUERTO LUNA PH, PUERTO LUNA";9;"Envigado";"ENVIGADO";1336784;1600000;1513892,33333333;109522,222222222;6,15748798918905;-75,5981320747007
"CL 48 FF SUR 42 C 113 ";" EDIFICIO ZURICH PH";3;"Envigado";"ENVIGADO";1727370;2429260;2018876,66666667;111166,666666667;6,15913054323064;-75,5989541164625
"CL 48 SUR 42 A 11 LC";"";1;"Envigado";"ENVIGADO";860960;860960;860960;0;6,159541180257;-75,5951983858996
"CL 48 SUR 71 38 ";" RESERVA DEL PRADO II, RESERVA DEL PRADO ETAPA II";3;"San Antonio Pr.";"MEDELLIN,SAN ANTONIO DE PRADO";738298;1100000;929432,666666667;40600;6,17836000685503;-75,6509400325133
"CL 48 SUR 72 50 ";" RESERVA DEL PRADO ETAPA 1";1;"San Antonio Pr.";"MEDELLIN";668392;668392;668392;0;6,25979000000007;-75,56215
"CL 49 17 C 80 ";" UNIDAD CERRADA SANTA MARIA DEL BUEN AIRE";1;"Centro";"MEDELLIN";896505;896505;896505;154100;6,23684387761803;-75,5447593107895
"CL 49 48 29";"";1;"Laureles";"COPACABANA";1768636;1768636;1768636;0;6,34641914326737;-75,5064653882764
"CL 49 51 31";"";1;"Bello";"BELLO";1900654;1900654;1900654;0;6,33347465191058;-75,5593136401137
"CL 49 51 35";"";1;"Bello";"BELLO";2200000;2200000;2200000;0;6,33347206467637;-75,5593291635189
"CL 49 77 C 65 IN 202 ";" NUEVO DIA PH";1;"Colores";"MEDELLIN";844960;844960;844960;0;6,26029000909081;-75,5954300405436
"CL 49 81 A 22 ";" TORRE NOGAL";1;"Calasanz";"MEDELLIN";1700000;1700000;1700000;0;6,26193998673089;-75,5991500129919
"CL 49 81 C 28 ";" PLAZA PH";3;"Calasanz";"MEDELLIN";1100000;1350000;1200000;44830;6,26221998420647;-75,6005999984222
"CL 49 94 25";"";1;"Colores";"MEDELLIN";574706;574706;574706;0;6,28576463388098;-75,5561900821808
"CL 49 A 76 A 105 ";"";1;"Colores";"MEDELLIN";2600000;2600000;2600000;0;6,26040999603477;-75,5930899808151
"CL 49 A 77 C 118 ";" EDIFICIO MARBELLA PH";1;"Colores";"MEDELLIN";2500000;2500000;2500000;0;6,26106998709081;-75,5954300405436
"CL 49 A 78 A 39 ";" PORTON DE SAN PEDRO Y SAN PABLO";1;"Colores";"MEDELLIN";2407917;2407917;2407917;457700;6,2299809382;-75,5296560160315
"CL 49 AA 77 C 27 ";" ED SANTA MARIA DE LOS CAMINOS";1;"Colores";"MEDELLIN";2e+06;2e+06;2e+06;0;6,26114999235661;-75,5945299917807
"CL 49 B 64 C 54 ";" EDIFICIO DISTRITO 65 PH";2;"Colores";"MEDELLIN";1727370;1900000;1813685;181200;6,25555000093559;-75,5809600258157
"CL 49 BB 82 20";"";1;"Colores";"MEDELLIN";1500000;1500000;1500000;0;6,26244998362961;-75,601180026122
"CL 49 D 84 A 90 ";" TORRE JAPON PH";2;"Colores,Calasanz";"MEDELLIN";792558;1450000;1121279;41052;6,27716840643368;-75,5583845255903
"CL 49 D SUR 40 A 508 ";" CONJUNTO INMOBILIARIO FLORES DE MAYORCA PH";1;"Envigado";"ENVIGADO";1500000;1500000;1500000;0;6,17419000000007;-75,57926
"CL 49 D SUR 40 A 78  ";"";1;"Envigado";"ENVIGADO";1518260;1518260;1518260;0;6,15580806158816;-75,6007080270237
"CL 49 DD 83 A 121 ";"";1;"Calasanz";"MEDELLIN";1100000;1100000;1100000;0;6,26239998557716;-75,6033200098217
"CL 49 DD 83 A 68 ";" UNIDAD RESIDENCIAL PORTAL DE CALASANZ";2;"Calasanz";"MEDELLIN";8e+05;1100000;950000;0;6,26257998694786;-75,6027500404058
"CL 49 DD 86 35 ";" NUEVO PORTAL,, PORTAL PH";19;"Calasanz,Colores";"MEDELLIN";723262;1003390;866888,368421053;88625,2105263158;6,26242001832576;-75,6044499741888
"CL 49 DD 86 35  ";" NUEVO PORTAL";2;"Calasanz";"MEDELLIN";792150;865531;828840,5;176672,5;6,26242001832576;-75,6044499741888
"CL 49 DD 86 9 ";" TORRE CORINTO";2;"Calasanz";"MEDELLIN";840000;850000;845000;0;6,26244000916483;-75,6042199747657
"CL 49 DD 88 86 ";" UNIDAD RESIDENCIAL SANTA ROSA DE LIMA";1;"Calasanz";"MEDELLIN";1056200;1056200;1056200;0;6,26229574314656;-75,6062984622253
"CL 49 E  83 A 200 ";" SOL CRECIENTE";1;"Calasanz";"MEDELLIN";1469139;1469139;1469139;0;6,26444998954629;-75,6031500248253
"CL 49 E  83A 200 ";" CONJUNTO RESIDENCIAL SOL CRECIENTE PH";1;"Calasanz";"MEDELLIN";1800000;1800000;1800000;0;6,24589000000003;-75,5745699999999
"CL 49 E 83 A 196 ";", CONJUNTO RESIDENCIAL SOL NACIENTE PH, CONJUNTO RESIDENCIAL SOL NACIENTE, SOL NACIENTE, COJUNTO RESIDENCIAL SOL NACIENTE PH, SOL NACIENTE PH";23;"Colores,Calasanz";"MEDELLIN";1316081;1900000;1598829,04347826;50234,7826086957;6,2640300142877;-75,6028300037621
"CL 49 E 83 A 200 ";" SOL CRECIENTE, SOL CRECIENTE PH, CONJUNTO RESIDENCIAL SOL CRECIENTE";20;"Calasanz";"MEDELLIN";1320930;1800000;1603408,4;53395,2;6,26444998954629;-75,6031500248253
"CL 49 E 83 A 200  ";" SOL CRECIENTE PH";1;"Calasanz";"MEDELLIN";1478680;1478680;1478680;192200;6,26444998954629;-75,6031500248253
"CL 49 E 83 A 91 ";" RECINTO DE LA ARBOLEDA";1;"Calasanz";"MEDELLIN";1500000;1500000;1500000;0;6,26380998932935;-75,6023300232377
"CL 49 F 87 125 ";" URBANIZACION DIA DE CAMPO PH";4;"Calasanz";"MEDELLIN";1180161;1359063;1264864;52090,75;6,26369635588022;-75,605841165304
"CL 49 F 87 35 ";" CAMPO VERDE PH, CAMPO VERDE";9;"Calasanz";"MEDELLIN";962847;1250000;1109478,33333333;36577,7777777778;6,2636339791227;-75,6059145533432
"CL 49 F 87 75 ";" CAMPO DE VERANO, CAMPO DE VERANO PH";2;"Colores,Calasanz";"MEDELLIN";1076781;1350000;1213390,5;190728;6,26367296459615;-75,6058686858187
"CL 5 47 67 ";" CONJUNTO RESIDENCIAL EL FUTURO";1;"Poblado";"MEDELLIN";2241213;2241213;2241213;0;6,20730038342641;-75,5762889112174
"CL 5 76 A 150 ";" URBANIZACION VITENZA PH, URBANIZACIÓN VITENZA PH";3;"Laureles";"MEDELLIN";1582068;2e+06;1807953,66666667;265566,666666667;6,21711000623978;-75,6019599622125
"CL 5 76 A 201 ";" CONJUNTO RESIDENCIAL VIVALTO PH, CONJUNTO RESIDENCIAL VIVALTO";2;"Laureles";"MEDELLIN";1670980;1824448;1747714;178295;6,21717882899834;-75,6025693763771
"CL 5 76 A 97 ";" CONJUNTO RESIDENCIAL EL ALTILLO";1;"Laureles";"MEDELLIN";1700000;1700000;1700000;286100;6,21615885716527;-75,6013277812557
"CL 5 76A 201  ";"";1;"Laureles";"MEDELLIN";1497369;1497369;1497369;315655;6,21717882899834;-75,6025693763771
"CL 5 80 C 125 ";" URBANIZACION ARROYO DE LOS BERNAL, URBANIZACION ARROYO DE LOS BERNAL PH";2;"Laureles";"MEDELLIN";1169686;1900000;1534843;178750;6,24589000000003;-75,5745699999999
"CL 5 80 C 125 TO 3 ";" URBANIZACION ARROYO DE LOS BERNAL PH";1;"Laureles";"MEDELLIN";1800000;1800000;1800000;349200;6,24589000000003;-75,5745699999999
"CL 5 80 C 130 ";" CONJUNTO RESIDENCIAL CATALEJO ALFA";5;"Laureles";"MEDELLIN";1270125;1529332;1413565;109618,4;6,20542000000006;-75,56718
"CL 5 A 35 59 ";" EDIFICIO CALLE 5 A PH";1;"Poblado";"MEDELLIN";1699142;1699142;1699142;0;6,20327001726407;-75,5668299810806
"CL 5 A SUR 32 A 91 ";" URBANIZACION MONTERREY PH";1;"Poblado";"MEDELLIN";3300000;3300000;3300000;0;6,19648251390345;-75,5667554534146
"CL 5 S 25 233 ";" CONJUNTO RESIDENCIAL TORRES DE CITARK P.H";1;"Poblado";"MEDELLIN";5615000;5615000;5615000;600486;6,22246000000007;-75,60318
"CL 5 SUR 22 290 ";" AGUAS DEL BOSQUE";1;"Poblado";"MEDELLIN";2611804;2611804;2611804;0;6,20783433635758;-75,6103037150505
"CL 5 SUR 25 233 ";" CONJUNTO RESIDENCIAL CITARK TORRES PH";10;"Poblado";"MEDELLIN";2014500;3700000;2738091,1;166112,7;6,20794990610169;-75,6103470474109
"CL 50 77 B 100 OFICINA 102 ";" EDIFICIO EL VERGEL";1;"Colores";"MEDELLIN";850000;850000;850000;0;6,26249000721727;-75,5941600145745
"CL 50 96 C 90 ";" UNIDAD ORIGEN";1;"Calasanz";"MEDELLIN";1850000;1850000;1850000;238642;6,28847145965926;-75,5588492625622
"CL 50 A 48 42 ";" COMERCIAL GM";1;"Itagui";"ITAGUI";1373060;1373060;1373060;0;6,17084641737355;-75,6086987837009
"CL 50 A 50 57";"";1;"Bello";"BELLO";6955000;6955000;6955000;0;6,33474374024216;-75,5589395471423
"CL 50 A 82 125 ";" CONJUNTO RESIDENCIAL CALASANZ PH";1;"Calasanz";"MEDELLIN";1500000;1500000;1500000;0;6,26522167667652;-75,6012091652522
"CL 50 A 86 295 ";" URBANIZACION CONDADO DE CALASANZ";3;"Calasanz";"MEDELLIN";909744;1373060;1165811,33333333;133900;6,268079982264;-75,604249981979
"CL 50 A 86 445 ";"";1;"Colores";"MEDELLIN";974217;974217;974217;210600;6,26846001775398;-75,6052399685631
"CL 50 A 96 C 165 ";" URBANIZACION AMANECERES VIS PH, URBANIZACIÓN AMANECERES VIS PH";31;"Calasanz";"MEDELLIN";858564;1400000;1123990,90322581;70283,8709677419;6,24589000000003;-75,5745699999999
"CL 50 A 96 C 165  ";" URBANIZACION AMANECERES VIS PH";1;"Calasanz";"MEDELLIN";1117710;1117710;1117710;194500;6,24589000000003;-75,5745699999999
"CL 50 A 96 C 165  URB AMANECERES ";" URB AMANECERES";1;"Calasanz";"MEDELLIN";838526;838526;838526;0;6,28833905603787;-75,5577962951379
"CL 50 A 97 215 ";" EL ROSAL 1 ETAPA PH, EL ROSAL 1 ETAPA P H";14;"Calasanz";"MEDELLIN";1502487;1900000;1723067,07142857;79307,1428571429;6,29006904200611;-75,5594175100571
"CL 50 B 37 36 ";" CONJUNTO RESIDENCIAL LA PLAYA APARTAMENTOS PH";1;"Centro";"MEDELLIN";950000;950000;950000;0;6,24306000000007;-75,6155699999999
"CL 50A 97 165 ";" EL ROSAL 1 ETAPA PH";1;"Calasanz";"MEDELLIN";2e+06;2e+06;2e+06;298100;6,2897361237562;-75,558231390611
"CL 51  74 53 ";" CONJUNTO RESIDENCIAL AIRES DE VALENCIA PH";1;"Colores";"MEDELLIN";1800000;1800000;1800000;0;6,24589000000003;-75,5745699999999
"CL 51 38 49 ";" ED BICEN DE LA PLAYA PH";1;"Centro";"MEDELLIN";1318390;1318390;1318390;403603;6,24668408663123;-75,5581654904356
"CL 51 54 30";"";1;"Bello";"BELLO";477466;477466;477466;0;6,33488482616869;-75,561989982486
"CL 51 58 31 ";"";1;"Bello";"COPACABANA";1600000;1600000;1600000;0;6,34537048813343;-75,5132372728817
"CL 51 64 B 21 ";" EDIFICIO VIVALDI";10;"Colores";"MEDELLIN";1267440;1700000;1407340,4;44940;6,25582999841116;-75,5794500259587
"CL 51 65 208 ";" CONJUNTO RESIDENCIAL VALDERROBLES II PH";1;"Colores";"MEDELLIN";1425870;1425870;1425870;247850;6,25756999769135;-75,5823700295679
"CL 51 72 07 ";" EDIFICIO BOLERAMA MIXTO PH";1;"Colores";"MEDELLIN";1584300;1584300;1584300;0;6,26007226775551;-75,5882526021184
"CL 51 72 25  ";" EDIFICIO BOLERAMA MIXTO PH";1;"Colores";"MEDELLIN";2e+06;2e+06;2e+06;0;6,26027001825175;-75,5886400284193
"CL 51 74 53 ";" CONJUNTO RESIDENCIAL AIRES DE VALENCIA,, CONJUNTO RESIDENCIAL AIRES DE VALENCIA PH";12;"Colores";"MEDELLIN";1050000;2100000;1444092,25;133625;6,2476641118209;-75,5792274819853
"CL 51 74 53  AIRES DE VALENCIA 404";" AIRES DE VALENCIA 404";1;"Colores";"MEDELLIN";1436936;1436936;1436936;0;6,24589000000003;-75,5745699999999
"CL 51 82 190 ";" URBANIZACION RESIDENCIAL CERROS DEL ESCORIAL PH";1;"Calasanz";"MEDELLIN";1300000;1300000;1300000;0;6,24589000000003;-75,5745699999999
"CL 51 83 96 ";" UNIDAD RESIDENCIAL";2;"Calasanz";"MEDELLIN";2e+06;2100000;2050000;0;6,26713001926761;-75,6011999750515
"CL 51 84 100 ";" CONJUNTO RESIDENCIAL ALTOS DE CALASANZ PH";1;"Calasanz";"MEDELLIN";1346271;1346271;1346271;212000;6,26476316125619;-75,5989754200315
"CL 51 84 181 ";" CONJUNTO RESIDENCIAL FARALLONES PH, CONJUNTO RESIDENCIAL FARALLONES";3;"Calasanz";"MEDELLIN";897770;1700000;1182783,33333333;0;6,26744620340919;-75,602096349632
"CL 51 84 199 ";" CONJUNTO RESIDENCIAL QUINTANAR DE CALASANZ PH";1;"Calasanz";"MEDELLIN";2200000;2200000;2200000;0;6,26476316125619;-75,5989754200315
"CL 51 84 50 ";" CALASANZ ETAPA 1 PH";1;"Calasanz";"MEDELLIN";1320250;1320250;1320250;0;6,26748291487964;-75,6020309237564
"CL 51 A 54 63 ";"";3;"Bello";"BELLO";528100;850000;635400;0;6,33511360684632;-75,5622744767416
"CL 51 A 71 12 ";" EDIFICIO LOS DARDANELOS";1;"Colores";"MEDELLIN";1300000;1300000;1300000;0;6,25991998997513;-75,5866899786455
"CL 51 A 72 39 ";" ED ESCORIAL LA 82, EDIFICIO ESCORIAL 82";2;"Colores";"MEDELLIN";1437474;1950504;1693989;0;6,26060001377975;-75,5883999707123
"CL 51 A 78 B 38 ";" EDIFICIO FANNY";3;"Colores";"MEDELLIN";2133810;2200000;2155873,33333333;0;6,26416000212223;-75,5950505879751
"CL 51 A 78 B 63";"";1;"Colores";"MEDELLIN";4800000;4800000;4800000;0;6,26421999012317;-75,5954400150084
"CL 51 A 81 B 22 ";" CONJUNTO RESIDENCIAL PORTAL DE CALASANZ";1;"Calasanz";"MEDELLIN";1300000;1300000;1300000;268000;6,26551000693138;-75,5986999886104
"CL 51 A 81 B 49 ";" EDIFICIO GUAYMARAL";1;"Calasanz";"MEDELLIN";1161820;1161820;1161820;0;6,26546998334372;-75,5988599991421
"CL 51 B 81 B 39";"";1;"Calasanz";"MEDELLIN";1600000;1600000;1600000;0;6,26590001688614;-75,5982799714423
"CL 52 71 60 ";", URB PORTOVELHO DE LOS COLORES, URBANIZACION PORTOVELHO DE LOS COLORES, URBANIZACION PORTOVELHO DE LOS COLORE";14;"Colores";"MEDELLIN";1584300;2e+06;1732477,35714286;139169,642857143;6,26411527844333;-75,5937806791609
"CL 52 71 A 10 ";" PLAZA ESCORIAL TORRES 4 Y 5";1;"Colores";"MEDELLIN";1700000;1700000;1700000;210000;6,26093000930777;-75,5870099997087
"CL 52 71 A 26 ";" PLAZA DEL ESCORIAL TORRES 4 Y 5";1;"Colores";"MEDELLIN";1600000;1600000;1600000;0;6,26098998182499;-75,587140003027
"CL 52 74 74 ";" ESTADIO DE LA PLAZA PH, CONJUNTO RESIDENCIAL ESTADIO DE LA PLAZA PH";2;"Colores";"MEDELLIN";1500000;1742730;1621365;170050;6,25864500000003;-75,589435
"CL 52 A 54 59";"";1;"Bello";"BELLO";750000;750000;750000;0;6,33589168403268;-75,5623651948351
"CL 52 A 54 59 ";"";1;"Bello";"BELLO";792150;792150;792150;0;6,33589168403268;-75,5623651948351
"CL 52 A 54 61";"";1;"Bello";"BELLO";8e+05;8e+05;8e+05;0;6,33588735882306;-75,5623799070736
