"Direcciones_c";"Nombre_del_Lugar";"Total_de_apartamentos";"Centro_de_Costos";"Ciudad";"Valor.min";"Valor.max";"Valor.prom";"Valor.promad";"Latitud";"Longitud"
"CL 38 B SUR 69 36 IN 201";"";1;"San Antonio Pr.";"MEDELLIN";813274;813274;813274;0;6,18660734396537;-75,6491630828792
"CL 38 SUR 27 200 ";" TIERRA GRATA BRUJA MAGICA";1;"Envigado";"ENVIGADO";3e+06;3e+06;3e+06;318100;6,15769059661362;-75,5762184426346
"Cl 38B SUR  26 2 ";" CONJUNTO RESIDENCIAL MONTEVENTO PH";1;"Envigado";"ENVIGADO";2150000;2150000;2150000;0;6,15699838117507;-75,5754489795599
"CL 39 52 28 OF 401";"";1;"Centro";"MEDELLIN";887718;887718;887718;0;6,24017997935422;-75,5735700370621
"CL 39 52 40 ";" CONJUNTO RESIDENCIAL MEDITERRANEA PH, CIUDAD FABRICATO";12;"Bello";"BELLO";1100000;1500000;1267376,66666667;50062,5;6,21666333333339;-75,5665116666667
"CL 39 52 95 ";" CONJUNTO INMOBILIARIO OCEANA PH, CONJUNTO INMOBILIARIO OCEANA PHCONJUNTO INMOBILIARIO OCEANA,, CONJUNTO INMOBILIARIO OCEANA";19;"Bello";"BELLO";1320250;2300000;1778766,73684211;38459,3684210526;6,33960536542857;-75,5598007857034
"CL 39 53 33";"";1;"Centro";"MEDELLIN";4139683;4139683;4139683;0;6,24043998599073;-75,5747399831073
"CL 39 55 A 31";"";1;"Itagui";"ITAGUI";897770;897770;897770;0;6,17218951188145;-75,6186629853825
"CL 39 A SUR 43 A 161 ";" CONJUNTO RESIDENCIAL PORTON DE ALCALA";1;"Envigado";"ENVIGADO";1650000;1650000;1650000;0;6,16862221258614;-75,5910828417323
"CL 39 A SUR 45 B 30 ";"";1;"Envigado";"ENVIGADO";1400000;1400000;1400000;0;6,16963201434565;-75,592436120203
"CL 39 B SUR 24 EE 29 ";"";1;"Envigado";"ENVIGADO";897770;897770;897770;0;6,15091775162134;-75,5751475550139
"CL 39 D SUR 24 D 12 ";" CONJUNTO RESIDENCIAL CAMINO DE LAS AGUAS";2;"Envigado";"ENVIGADO";1500000;1650000;1575000;0;6,14590865743878;-75,5753637515728
"CL 39 E 48 C SUR 103 ";" CONJUNTO RESIDENCIAL MAGDALENA DE LA CUEN";1;"Envigado";"ENVIGADO";1630000;1630000;1630000;0;6,16395000000006;-75,5732599999999
"CL 39 SUR 25 AA 12 ";" SENDERO FRESCO APARTAMENTOS, UNIDAD RESIDENCIAL SENDERO FRESCO";3;"Envigado";"ENVIGADO";1600000;2500000;2066666,66666667;0;6,1531828189373;-75,5741777636862
"CL 39 SUR 25 B - 130  ";" URB REFUGIO DE VILLA VERDE";1;"Envigado";"ENVIGADO";1316064;1316064;1316064;0;6,15442848099016;-75,5751993399627
"CL 39 SUR 81 66";"";1;"San Antonio Pr.";"SAN ANTONIO DE PRADO";7e+05;7e+05;7e+05;0;6,18632998139893;-75,6579899674552
"CL 39S 24AA 12 ";" SENDERO FRESCO";1;"Envigado";"ENVIGADO";2200000;2200000;2200000;0;6,17855505206188;-75,5741735808827
"CL 4 65 105";"";1;"Laureles";"MEDELLIN";1724118;1724118;1724118;0;6,21194230467332;-75,5876169461958
"CL 4 A 29 C 83 ";" AGUAS CLARAS";1;"Poblado";"MEDELLIN";1478680;1478680;1478680;0;6,20170000000007;-75,56174
"CL 4 G 81 A 105 ";" CONJUNTO AVIVA PH";1;"Laureles";"MEDELLIN";1958853;1958853;1958853;0;6,21701427098264;-75,6068510472746
"CL 4 G 81 A 45 ";" PLAZA LIVING, PLAZA LIVING PH";2;"Laureles";"MEDELLIN";1310883;1500000;1405441,5;96686,5;6,216294138522;-75,6060210902291
"CL 4 G 84 B 85 ";" CONJUNTO AVIVA PH, CONJUNTO AVIVA";3;"Laureles";"MEDELLIN";1848350;2700000;2207690,33333333;75988,3333333333;6,23640123221718;-75,585364257675
"CL 4 SUR 43 AA 30 OFC 601  ";" EDIFICIO FORMACOL";1;"Poblado";"MEDELLIN";4002885;4002885;4002885;894638;6,20465998826765;-75,5851300226455
"CL 4 SUR 48 110 ";" CONJUNTO RESIDENCIAL VEGAS DEL POBLADO";5;"Poblado";"MEDELLIN";1901160;2200000;2021258;118620;6,20375998141419;-75,578110011098
"CL 40 101 A 243 ";" CONJUNTO RESIDENCIAL NUEVA ANDALUCIA AGRUPACIONES 8 9 PH";1;"Calasanz";"MEDELLIN";1300000;1300000;1300000;0;6,29796000000005;-75,5545999999999
"CL 40 101 A 243  ";" NUEVA ANDALUCIA";1;"Colores";"MEDELLIN";933209;933209;933209;0;6,2544899835505;-75,6196499688642
"CL 40 101A 243 ";" CONJUNTO RESIDENCIAL NUEVA ANDALUCIA";1;"Calasanz";"MEDELLIN";1200000;1200000;1200000;0;6,29796000000005;-75,5545999999999
"CL 40 104 04 ";" PORTAL DE SAN JAVIER";1;"Centro";"MEDELLIN";730000;730000;730000;0;6,25469999213456;-75,6190199850216
"CL 40 105 146 ";" URBANIZACION ABEDULES PH";1;"Colores";"MEDELLIN";1225385;1225385;1225385;190000;6,25468000129548;-75,6208100242637
"CL 40 105 181 ";" NUEVA ANDALUCIA AGRUPACION 10 Y 11 12";1;"Colores";"MEDELLIN";949241;949241;949241;0;6,29796000000005;-75,5545999999999
"CL 40 63 C 26 ";" EDIFICIO ALICANTE PH";1;"Laureles";"MEDELLIN";1632378;1632378;1632378;0;6,24371001787657;-75,5827600395227
"CL 40 80 A 33 ";"";1;"Laureles";"MEDELLIN";9e+05;9e+05;9e+05;0;6,24798925889571;-75,6001567273887
"CL 40 86 A 34 ";" CRISTOBAL REAL";1;"Laureles";"MEDELLIN";1300000;1300000;1300000;0;6,24836000439169;-75,6077800205014
"CL 40 88 33 ";", TORRE PICASSO PH";2;"Laureles";"MEDELLIN";886175;895295;890735;0;6,24918000597934;-75,6086199710186
"CL 40 89 20 ";" LUNA IV";1;"Laureles";"MEDELLIN";1400000;1400000;1400000;0;6,25005686912128;-75,6091792879559
"CL 40 89 28  ";" ED MIS ANCESTROS 302";1;"Laureles";"MEDELLIN";1132637;1132637;1132637;0;6,25018000893769;-75,609260013145
"CL 40 A 80 B 21";"";1;"Laureles";"MEDELLIN";1179999;1179999;1179999;0;6,2481699866467;-75,6007699834186
"CL 40 A SUR 24 B  105 ";" CONJUNTO RESIDENCIAL PALMERAS ETAPA 3 PH";1;"Envigado";"ENVIGADO";898328;898328;898328;120000;6,15191807721887;-75,5807110413711
"CL 40 A SUR 24 B 105 ";" CONJUNTO RESIDENCIAL PALMERAS ETAPA 3 PH, CONJUNTO RESIDENCIAL PALMERAS ETAPA 1 PH, PALMERAS BAMBU APARTAMENTOS, CONJUNTO RESIDENCIAL PALMERAS ETAPA 3";8;"Envigado";"ENVIGADO";908325;1300000;1042242,5;33480,25;6,15191807721887;-75,5807110413711
"CL 40 AA 59 C 40 ";" CONJUNTO DE USO MISMO MIRADOR DE LOS BUCAROS PH, CONJUNTO DE USO MIXTO MIRADOR DE LOS BUCAROS PH, CONJUNTO DE USO MIXTO MIRADOR DE BUCAROS PH";5;"Bello";"BELLO";1e+06;1200000;1130000;30625,2;6,34834000000006;-75,55752
"CL 40 B SUR 60 D 15 ";" PRADOS DEL SOL";1;"San Antonio Pr.";"MEDELLIN";7e+05;7e+05;7e+05;0;6,18353;-75,64114
"CL 40 C SUR 29 44";"";1;"Envigado";"ENVIGADO";1500000;1500000;1500000;0;6,16061766263486;-75,5827389606653
"CL 40 SUR 24 C 31 IN 106";"";1;"Envigado";"ENVIGADO";4224800;4224800;4224800;0;6,14562531345744;-75,5761243242881
"CL 41 103 33";"";1;"Colores";"MEDELLIN";2532780;2532780;2532780;0;6,25517000735512;-75,6183800267141
"CL 41 50 32";"";1;"Centro";"MEDELLIN";3497384;3497384;3497384;0;6,24194001138301;-75,5712899917603
"CL 41 59 BB 35 ";" RESERVA DE BUCAROS PH";1;"Bello";"BELLO";9e+05;9e+05;9e+05;108370;6,34034000000003;-75,55916
"CL 41 80 B 120 ";"";1;"Laureles";"MEDELLIN";1300000;1300000;1300000;0;6,24821001023436;-75,601889973321
"CL 41 80 B 43 ";"";1;"Laureles";"MEDELLIN";1267440;1267440;1267440;0;6,24809830647968;-75,601822648225
"CL 41 88 81 ";" UNIDAD RESIDENCIAL TORRES DE AMERICA";1;"Laureles";"MEDELLIN";1150000;1150000;1150000;0;6,24993001867549;-75,608270026561
"CL 42 101 25";"";1;"Colores";"MEDELLIN";850000;850000;850000;0;6,25589273736933;-75,6165140045892
"CL 42 102 27 ";"";1;"Colores";"MEDELLIN";837495;837495;837495;0;6,25579001673302;-75,6178399806925
"CL 42 108 A 215 ";" URB SAN MICHEL";1;"Colores";"MEDELLIN";778632;778632;778632;152000;6,25557275241233;-75,6232889749384
"CL 42 34 45";"";1;"Centro";"MEDELLIN";1265654;1265654;1265654;0;6,23798530465907;-75,558737261513
"CL 42 67 A 22";"";1;"Laureles";"MEDELLIN";1724118;1724118;1724118;0;6,24665001232486;-75,5858800353417
"CL 42 80 B 49 ";", EDIFICIO ALAGON";2;"Laureles";"MEDELLIN";1153458;1320250;1236854;0;6,24888001766469;-75,60151002165
"CL 42 81 A 60 ";" EDIFICIO LOS GEMELOS";1;"Laureles";"MEDELLIN";2e+06;2e+06;2e+06;0;6,24788001470635;-75,6036899870279
"CL 42 A 24 151 ";" CONJUNTO RESIDENCIAL CATALUÑA";1;"Centro";"MEDELLIN";1200000;1200000;1200000;0;6,23436997934914;-75,5526700129512
"CL 42 A 57 A 5 ";" EDIFICIO VILLAS DE SANTANA";1;"Bello";"BELLO";863685;863685;863685;0;6,32848513414092;-75,5638864350003
"CL 42 A 63 C 121 ";" PLAZA CONQUISTADORES PH";1;"Laureles";"MEDELLIN";1953970;1953970;1953970;0;6,24540001910431;-75,5825400145643
"CL 42 B 81 A 8 ";" EDIFICIO SAINT SIMON";1;"Laureles";"MEDELLIN";1265654;1265654;1265654;0;6,24829001550017;-75,6032200137168
"CL 42 C 22 B 78 ";" TORRE 7 URBANIZACION NUEVOS AIRES P H";1;"Laureles";"MEDELLIN";1300000;1300000;1300000;0;6,24589000000003;-75,5745699999999
"CL 42 C 63 C 25 ";" MIRADOR DEL RIO PH";1;"Laureles";"MEDELLIN";1531490;1531490;1531490;264000;6,24576999631047;-75,5813900174486
"CL 42 C 63 C 35 ";"";3;"Laureles";"MEDELLIN";2750000;3250000;2916666,66666667;0;6,24581999436292;-75,5814500318754
"CL 42 C 82 80 ";" EDIFICIO MONTEMAR 1 PH";1;"Laureles";"MEDELLIN";1320930;1320930;1320930;0;6,24864000186726;-75,6044199669754
"CL 42 C 93 15 ";"";1;"Laureles";"MEDELLIN";950580;950580;950580;0;6,25293811307336;-75,6111327648653
"CL 42 D 82 50 ";" TORRES DE ALEJANDRIA";1;"Laureles";"MEDELLIN";946889;946889;946889;0;6,19880000000006;-75,569
"CL 42 SUR 69 A 68 ";" CONJUNTO RESIDENCIAL MANZANILLO PH";2;"San Antonio Pr.";"SAN ANTONIO DE PRADO";7e+05;750000;725000;0;6,18310001501027;-75,6506900003416
"CL 43 75 26 ";" VILLA LAURA";5;"Laureles";"MEDELLIN";1800000;2683012;2008752,2;0;6,24918840962162;-75,5948875437383
"CL 43 77 43";"";1;"Laureles";"MEDELLIN";625115;625115;625115;0;6,24925714613062;-75,5962965068324
"CL 43 80 B 50 ";" CONJUNTO INMOBILIARIO LA GRAN ESQUINA";1;"Laureles";"MEDELLIN";1500000;1500000;1500000;0;6,24975001730479;-75,6018199844294
"CL 43 80 B 50  ";" ED LA GRAN ESQUINA";1;"Laureles";"MEDELLIN";1018209;1018209;1018209;0;6,24975001730479;-75,6018199844294
"CL 43 86 27";"";1;"Laureles";"MEDELLIN";1900000;1900000;1900000;0;6,24987000424875;-75,6057700401199
"CL 43 86 A 22 ";"";1;"Laureles";"MEDELLIN";1e+06;1e+06;1e+06;0;6,25021005523814;-75,6061226836789
"CL 43 A 62 SUR 47 ";" EDIFICIO MIXTO TORRE LOS ALCAZARES";1;"Sabaneta";"SABANETA";1500000;1500000;1500000;0;6,15397242324447;-75,6099123019515
"CL 43 B 120 48";"";1;"Colores";"MEDELLIN";558183;558183;558183;0;6,25847000454482;-75,6272400336467
"CL 43 B 81 68 ";"";1;"Laureles";"MEDELLIN";1300000;1300000;1300000;0;6,24998001672792;-75,603210039252
"CL 43 B 83 45 ";" EDIFICIO SAN JUAN DE LA CALLEJA PH";1;"Laureles";"MEDELLIN";1400000;1400000;1400000;203100;6,2750751227881;-75,5523904535918
"CL 43 SUR 59 75 ";" GUAYACANES DE PRADO, CONJUNTO RESIDENCIAL GUAYACANES DE PRADO PH";4;"San Antonio Pr.,La estrella";"SAN ANTONIO DE PRADO,MEDELLIN";739340;8e+05;757170;0;6,20112975302015;-75,62087502976
"CL 44 73 24 PI 1 ";"";1;"Colores";"MEDELLIN";2265900;2265900;2265900;0;6,24977514647931;-75,5925663407916
"CL 44 94 60 ";" CONJUNTO RESIDENCIAL PLAZA SAN JUAN PH";1;"Laureles";"MEDELLIN";906209;906209;906209;0;6,25473000000005;-75,61128
"CL 44 A  78 11 OF 201 ";" EDIFICIO CUBOX PROPIEDAD HORIZONTAL";1;"Colores";"MEDELLIN";2200000;2200000;2200000;0;6,25061000057059;-75,5970299782218
"CL 44 A 78 37 ";" EDIFICIO COSTA BRAVA";1;"Colores";"MEDELLIN";870700;870700;870700;0;6,25063026402125;-75,5971080185713
"CL 44 A 86 10";"";1;"Laureles";"MEDELLIN";1073205;1073205;1073205;0;6,25199282174764;-75,6050558772676
"CL 44 A 86 6 ";"";2;"Laureles";"MEDELLIN";897770;1e+06;948885;0;6,25200998794847;-75,60509999078
"CL 44 C 91 54 ";" JARDINES PH";1;"Laureles";"MEDELLIN";1045638;1045638;1045638;0;6,25496294066424;-75,6082355538521
"CL 44 SUR 47 18 ";" URBANIZACION MILAN CONDOMINIO 9, URBANIZACION MILAN CONDOMINO 9";2;"Envigado";"ENVIGADO";1584300;1727370;1655835;134500;6,16656719192525;-75,5975531232669
"CL 45 A SUR 39 B 101 ";" CONJUNTO RESIDENCIAL PARQUES DE LA GLORIA, PARQUES DE LA GLORIA CONJUNTO RESIDENICAL";2;"Envigado";"ENVIGADO";1632378;1632378;1632378;0;6,16065716748099;-75,5907139058331
"CL 45 A SUR 39 B 22 ";" TORRE 2 ETAPA 2 URBANIZACION IRIS PH";1;"Envigado";"ENVIGADO";2100000;2100000;2100000;289200;6,16031811189487;-75,5901682161477
"CL 45 C SUR 42 C 110 ";" EDIFICIO NUBENZZA PH";2;"Envigado";"ENVIGADO";2e+06;2030000;2015000;130251;6,16332572922451;-75,594829984771
"CL 45 E DG 80 A 12";"";1;"Calasanz";"MEDELLIN";9e+05;9e+05;9e+05;0;6,25329311130326;-75,5945838109907
"CL 45 F 73 36";"";1;"Colores";"MEDELLIN";5031180;5031180;5031180;0;6,25290002033715;-75,5923200191894
"CL 45 F 75 47 ";" EDIFICIO CORINTO";1;"Colores";"MEDELLIN";1264353;1264353;1264353;0;6,25290999480193;-75,5932100096686
"CL 46 22 A 29 ";"";1;"Centro";"MEDELLIN";664314;664314;664314;0;6,23618998389513;-75,5500400231919
"CL 46 43 135 ";" EDIFICIO SAN LORENZO DEL ESCORIAL";1;"Colores";"MEDELLIN";650000;650000;650000;85839;6,24434000000002;-75,5655599999999
"CL 46 82 29 ";" EDIFICIO PRIMAVERA DE LA FLORESTA PH";1;"Colores";"MEDELLIN";1478680;1478680;1478680;0;6,25622998283069;-75,6004399878906
"CL 46 E SUR 42 B 05 ";" EDIFICIO LUXOR PH, EDIFICIO LUXOR";2;"Envigado";"ENVIGADO";2100000;2200000;2150000;141002,5;6,16043761379596;-75,5953832964072
"CL 46 F SUR 39 04 1 PI";"";1;"Envigado";"ENVIGADO";1150000;1150000;1150000;0;6,15748189507512;-75,5924953354521
"CL 46 SUR 46 C 100 ";" CONJUNTO RESIDENCIAL SOL DE PLATA PH";1;"Envigado";"ENVIGADO";1500000;1500000;1500000;0;6,16630212494864;-75,5991793137971
"CL 47 63 125 ";" MONTE SION PH, UNIDAD MONTESION PH, UNIDAD RESIDENCIAL MONTE SION PH";6;"Bello";"COPACABANA";950000;1050000;1e+06;39783,3333333333;6,33996937581785;-75,5184824718699
"CL 47 73 25  ";"";1;"Colores";"MEDELLIN";4620594;4620594;4620594;0;6,25321444522229;-75,5920062793034
"CL 47 73 27";"";1;"Colores";"MEDELLIN";3420000;3420000;3420000;0;6,25325000670423;-75,5921699831226
"CL 47 81 58 ";" EDIFICIO NIRVANA PH";1;"Calasanz";"MEDELLIN";897770;897770;897770;57100;6,25727998384149;-75,5995899790896
"CL 47 A 38 60";"";1;"Centro";"MEDELLIN";667533;667533;667533;0;6,24322421803672;-75,5605472361815
"CL 47 A 38 64";"";1;"Centro";"MEDELLIN";517285;517285;517285;0;6,24324505711329;-75,5605541801141
"CL 47 A 38 68";"";1;"Centro";"MEDELLIN";288991;288991;288991;0;6,24326589618987;-75,5605611240467
"CL 47 A 6 AB 30 ";" SENDERO DE BOSQUE VERDE";1;"Centro";"MEDELLIN";690948;690948;690948;0;6,24589000000003;-75,5745699999999
"CL 47 A 99 A 10 ";"";1;"Colores";"MEDELLIN";946889;946889;946889;0;6,25782447736018;-75,6151182035855
"CL 47 B 94 81 ";" RINCON DE SANTA LUCIA PH";1;"Colores";"MEDELLIN";1073205;1073205;1073205;0;6,25702001911449;-75,611339982418
"CL 47 B SUR 69 94 ";" URBANIZACION RESERVAS DEL PRADO ETAPA III, RESERVA DEL PRADO ETAPA III, URBANIZACIÓN RESERVAS DEL PRADO ETAPA III, URBANIZACION RESERVAS DEL PRADO, URBANIZACION RESERVAS DEL PRADO ETAPA 3, URBANIZACION RESERVAS DE PRADO ETAPA 3, PRADO ETAPA 3";23;"San Antonio Pr.,La estrella";"MEDELLIN,SAN ANTONIO DE PRADO";711270;1200000;949067,391304348;52717,347826087;6,20393610748241;-75,6222755412534
"CL 47 C 76 D SUR 94 ";" CONJUNTO RESIDENCIAL 77 TOWERS PH";2;"Sabaneta";"SABANETA";1288564;1305902;1297233;0;6,15236963403473;-75,6231142416009
"CL 47 D 77 111 ";" EDIFICIO DANSERYAZ";1;"Laureles";"MEDELLIN";1550580;1550580;1550580;0;6,25615933415414;-75,5942748425959
"CL 47 DD 89 39";"";1;"Calasanz";"MEDELLIN";750000;750000;750000;0;6,25766001933145;-75,6055100334834
"CL 47 F 94 60 ";"";1;"Colores";"MEDELLIN";1200000;1200000;1200000;0;6,25778000627541;-75,6111000085301
"CL 47 F 95 26 ";" ED D CASTILLO";1;"Calasanz";"MEDELLIN";9e+05;9e+05;9e+05;0;6,25800291701615;-75,6117204727644
"CL 47 F 95 28 ";" EDIFICIO D CASTILLO";1;"Centro";"MEDELLIN";1e+06;1e+06;1e+06;0;6,25804001291191;-75,6117500251214
"CL 47 F 97 42 ";"";2;"Calasanz";"MEDELLIN";850000;866084;858042;0;6,25845998817051;-75,6128799894885
"CL 47 SUR  64 D 92 ";" CONJUNTO RESIDENCIAL VILLA DEL BOSQUE TORRE";1;"La estrella";"SAN ANTONIO DE PRADO";1e+06;1e+06;1e+06;141500;6,17976;-75,64521
"CL 47 SUR 64 D 92 ";" VILLA DEL BOSQUE PH";3;"San Antonio Pr.";"SAN ANTONIO DE PRADO";9e+05;1100000;983333,333333333;0;6,17955;-75,64519
"CL 48 38 81";"";1;"Centro";"MEDELLIN";1144044;1144044;1144044;0;6,24355853454999;-75,5604137440031
"CL 48 A 67 51";"";1;"Colores";"MEDELLIN";2400000;2400000;2400000;0;6,25376000360295;-75,5849899610435
"CL 48 A 83 15 ";"";1;"Colores";"MEDELLIN";928100;928100;928100;255524;6,2606500118322;-75,601700039395
"CL 48 A 94 35";"";1;"Colores";"MEDELLIN";950000;950000;950000;0;6,25794001680703;-75,6108900418556
"CL 48 B 66 77 ";" EDIFICIO PORTALES DE ALCALA";1;"Colores";"MEDELLIN";1267440;1267440;1267440;0;6,25400001940038;-75,584020007208
"CL 48 B 77 05 ";"";1;"Colores";"MEDELLIN";1100000;1100000;1100000;0;6,2581905626591;-75,595190156922
"CL 48 BB 86 18";"";1;"Calasanz";"MEDELLIN";1500000;1500000;1500000;0;6,26067000267128;-75,6042899636572
"CL 48 C 77 134 ";" EDIFICIO PALMAR DEL ESTADIO PH";2;"Colores";"MEDELLIN";930000;950580;940290;0;6,25983998470932;-75,5940499601858
"CL 48 C 77 55";"";1;"Colores";"MEDELLIN";2800000;2800000;2800000;0;6,25942000945072;-75,5934300346269
"CL 48 C SUR 42 A 80 ";" UNIDAD RESIDENCIAL AIRES DEL BOSQUE";1;"Envigado";"ENVIGADO";1321824;1321824;1321824;0;6,15951298773273;-75,5963422822184
"CL 48 C SUR 42 C 36 ";" CONJUNTO DE USO MIXTO DOS VELAS PH";2;"Envigado";"ENVIGADO";1800000;2e+06;1900000;247950;6,1606925356816;-75,5966410238741
"CL 48 D 93 5 ";"";3;"Colores,Calasanz";"MEDELLIN";1100000;1200000;1166666,66666667;0;6,25801998016333;-75,6098200080962
"CL 48 D 95 89";"";1;"Calasanz";"MEDELLIN";688917;688917;688917;0;6,26052544991842;-75,6110478249434
"CL 48 F SUR 39 B 220 ";" URBANIZACION AMARETTO PH, URB AMARETTO PH";4;"Envigado";"ENVIGADO";1727370;2200000;1953284,75;63275;6,15704783487507;-75,5979622528784
"CL 48 F SUR 39 B 314 ";" CONJUNTO RESIDENCIAL ALTOS DE LOS ALMENDROS,";2;"Envigado";"ENVIGADO";1161820;1500000;1330910;169000;6,15690401171654;-75,5979366588158
"CL 48 F SUR 39 B 88 ";" EDIFICIO SAN SILVESTRE PH";2;"Envigado";"ENVIGADO";1750000;5500000;3625000;0;6,15795736952856;-75,5980899378666
"CL 48 F SUR 40 3 ";" QUINTAS DE LOS ALMENDROS";2;"Envigado";"ENVIGADO";2350000;3164135;2757067,5;363682;6,15748798918905;-75,5981320747007
"CL 48 F SUR 40 55 ";" URBANIZACION PUERTO LUNA PH, PUERTO LUNA";11;"Envigado";"ENVIGADO";1336784;2200000;1663049,18181818;114354,545454545;6,15748798918905;-75,5981320747007
"CL 48 FF SUR 42 C 113 ";" EDIFICIO ZURICH PH";3;"Envigado";"ENVIGADO";1727370;2429260;2018876,66666667;111166,666666667;6,15913054323064;-75,5989541164625
"CL 48 SUR 42 A 11 LC";"";1;"Envigado";"ENVIGADO";860960;860960;860960;0;6,159541180257;-75,5951983858996
"CL 48 SUR 71 38 ";" RESERVA DEL PRADO II, RESERVA DEL PRADO ETAPA II";3;"San Antonio Pr.";"MEDELLIN,SAN ANTONIO DE PRADO";738298;1100000;929432,666666667;40600;6,17836000685503;-75,6509400325133
"CL 48 SUR 72 50 ";" RESERVA DEL PRADO ETAPA 1";1;"San Antonio Pr.";"MEDELLIN";668392;668392;668392;0;6,25979000000007;-75,56215
"CL 49 17 C 80 ";" UNIDAD CERRADA SANTA MARIA DEL BUEN AIRE";1;"Centro";"MEDELLIN";896505;896505;896505;154100;6,23684387761803;-75,5447593107895
"CL 49 48 29";"";1;"Laureles";"COPACABANA";1768636;1768636;1768636;0;6,34641914326737;-75,5064653882764
"CL 49 51 31";"";1;"Bello";"BELLO";1900654;1900654;1900654;0;6,33347465191058;-75,5593136401137
"CL 49 51 35";"";1;"Bello";"BELLO";2200000;2200000;2200000;0;6,33347206467637;-75,5593291635189
"CL 49 77 C 65 IN 202 ";" NUEVO DIA PH";1;"Colores";"MEDELLIN";844960;844960;844960;0;6,26029000909081;-75,5954300405436
"CL 49 81 A 22 ";" TORRE NOGAL";1;"Calasanz";"MEDELLIN";1700000;1700000;1700000;0;6,26193998673089;-75,5991500129919
"CL 49 81 C 28 ";" PLAZA PH";3;"Calasanz";"MEDELLIN";1100000;1350000;1200000;44830;6,26221998420647;-75,6005999984222
"CL 49 94 25";"";1;"Colores";"MEDELLIN";574706;574706;574706;0;6,28576463388098;-75,5561900821808
"CL 49 A 76 A 105 ";"";1;"Colores";"MEDELLIN";2600000;2600000;2600000;0;6,26040999603477;-75,5930899808151
"CL 49 A 77 C 118 ";" EDIFICIO MARBELLA PH";1;"Colores";"MEDELLIN";2500000;2500000;2500000;0;6,26106998709081;-75,5954300405436
"CL 49 A 78 A 39 ";" PORTON DE SAN PEDRO Y SAN PABLO";1;"Colores";"MEDELLIN";2407917;2407917;2407917;457700;6,2299809382;-75,5296560160315
"CL 49 AA 77 C 27 ";" ED SANTA MARIA DE LOS CAMINOS";1;"Colores";"MEDELLIN";2e+06;2e+06;2e+06;0;6,26114999235661;-75,5945299917807
"CL 49 B 64 C 54 ";" EDIFICIO DISTRITO 65 PH";2;"Colores";"MEDELLIN";1727370;1900000;1813685;181200;6,25555000093559;-75,5809600258157
"CL 49 BB 82 20";"";1;"Colores";"MEDELLIN";1500000;1500000;1500000;0;6,26244998362961;-75,601180026122
"CL 49 D 84 A 90 ";" TORRE JAPON PH";2;"Colores,Calasanz";"MEDELLIN";792558;1450000;1121279;41052;6,27716840643368;-75,5583845255903
"CL 49 D SUR 40 A 508 ";" CONJUNTO INMOBILIARIO FLORES DE MAYORCA PH";1;"Envigado";"ENVIGADO";1500000;1500000;1500000;0;6,17419000000007;-75,57926
"CL 49 D SUR 40 A 78  ";"";1;"Envigado";"ENVIGADO";1518260;1518260;1518260;0;6,15580806158816;-75,6007080270237
"CL 49 DD 83 A 121 ";"";1;"Calasanz";"MEDELLIN";1100000;1100000;1100000;0;6,26239998557716;-75,6033200098217
"CL 49 DD 83 A 68 ";" UNIDAD RESIDENCIAL PORTAL DE CALASANZ";2;"Calasanz";"MEDELLIN";8e+05;1114425;957212,5;0;6,26257998694786;-75,6027500404058
"CL 49 DD 86 35 ";" NUEVO PORTAL, PORTAL PH";18;"Calasanz";"MEDELLIN";740000;1300000;888839;93548,8888888889;6,26242001832576;-75,6044499741888
"CL 49 DD 86 35  ";" NUEVO PORTAL";2;"Calasanz";"MEDELLIN";792150;865531;828840,5;176672,5;6,26242001832576;-75,6044499741888
"CL 49 DD 86 9 ";" TORRE CORINTO";1;"Calasanz";"MEDELLIN";854777;854777;854777;0;6,26244000916483;-75,6042199747657
"CL 49 DD 88 86 ";" UNIDAD RESIDENCIAL SANTA ROSA DE LIMA";1;"Calasanz";"MEDELLIN";1056200;1056200;1056200;0;6,26229574314656;-75,6062984622253
"CL 49 E  83 A 200 ";" SOL CRECIENTE";1;"Calasanz";"MEDELLIN";1469139;1469139;1469139;0;6,26444998954629;-75,6031500248253
"CL 49 E  83A 200 ";" CONJUNTO RESIDENCIAL SOL CRECIENTE PH";1;"Calasanz";"MEDELLIN";1800000;1800000;1800000;0;6,24589000000003;-75,5745699999999
"CL 49 E 83 A 196 ";", CONJUNTO RESIDENCIAL SOL NACIENTE PH, CONJUNTO RESIDENCIAL SOL NACIENTE, SOL NACIENTE, COJUNTO RESIDENCIAL SOL NACIENTE PH, SOL NACIENTE PH";22;"Colores,Calasanz";"MEDELLIN";1316081;1900000;1602965,27272727;52518,1818181818;6,2640300142877;-75,6028300037621
"CL 49 E 83 A 200 ";" SOL CRECIENTE, SOL CRECIENTE PH, CONJUNTO RESIDENCIAL SOL CRECIENTE";21;"Calasanz";"MEDELLIN";1320930;1800000;1615339,04761905;59395,2380952381;6,26444998954629;-75,6031500248253
"CL 49 E 83 A 200  ";" SOL CRECIENTE PH";1;"Calasanz";"MEDELLIN";1700000;1700000;1700000;192200;6,26444998954629;-75,6031500248253
"CL 49 E 83 A 91 ";" RECINTO DE LA ARBOLEDA";1;"Calasanz";"MEDELLIN";1500000;1500000;1500000;0;6,26380998932935;-75,6023300232377
